#mpa_v30_CHOCOPhlAn_201901
clade_name	NCBI_tax_id	TON007.B0101.metaphlan3	TON006.B0101.metaphlan3	TON005.B0101.metaphlan3	TON004.B0101.metaphlan3	TON003.B0101.metaphlan3	TON001.C0101.metaphlan3	TAP003.B0101.metaphlan3	TAP001.B0101.metaphlan3	SIG047.A0101.metaphlan3	SIG046.A0201.metaphlan3	SIG046.A0101.metaphlan3	SIG045.A0101.metaphlan3	SIG044.A0101.metaphlan3	SIG043.A0101.metaphlan3	SIG042.A0101.metaphlan3	SIG041.A0101.metaphlan3	SIG040.A0201.metaphlan3	SIG040.A0101.metaphlan3	SIG039.A0101.metaphlan3	SIG038.A0101.metaphlan3	SIG037.A0101.metaphlan3	SIG036.A0101.metaphlan3	SIG035.A0101.metaphlan3	SIG034.A0101.metaphlan3	SIG033.A0101.metaphlan3	SIG032.A0101.metaphlan3	SIG031.A0101.metaphlan3	SIG026.A0101.SG1.1.metaphlan3	SIG025.A0101.SG1.1.metaphlan3	SIG024.A0101.SG1.1.metaphlan3	SIG021.A0101.SG1.1.metaphlan3	SIG018.A0101.SG1.1.metaphlan3	SIG010.A0101.SG1.1.metaphlan3	SIG005.A0101.SG1.1.metaphlan3	SIG004.A0101.SG1.1.metaphlan3	SIG002.A0101.SG1.1.metaphlan3	SIG001.A0101.SG1.1.metaphlan3	RAP002.A0101.metaphlan3	RAP001.A0101.metaphlan3	PVD001.A0101.metaphlan3	PAH003.A0101.metaphlan3	PAH002.A0101.metaphlan3	PAH001.A0102.metaphlan3	NMU131.A0101.metaphlan3	NMU130.A0101.metaphlan3	NMU129.A0101.metaphlan3	NMU128.A0101.metaphlan3	NMU127.A0101.metaphlan3	NMU126.A0101.metaphlan3	NMU125.A0101.metaphlan3	NMU124.A0101.metaphlan3	NMU123.A0101.metaphlan3	NMU122.A0101.metaphlan3	NMU121.A0101.metaphlan3	NMU120.A0101.metaphlan3	NMU119.A0101.metaphlan3	NMU118.A0101.metaphlan3	NMU117.A0101.metaphlan3	NMU116.A0101.metaphlan3	NMU115.A0101.metaphlan3	NMU089.A0101.SG1.1.metaphlan3	NMU067.A0101.SG1.1.metaphlan3	NMU065.A0101.SG1.1.metaphlan3	NMU059.A0101.SG1.1.metaphlan3	NMU047.A0101.SG1.1.metaphlan3	NMU021.A0101.SG1.1.metaphlan3	NMU020.A0101.SG1.1.metaphlan3	NMU014.A0101.SG1.1.metaphlan3	NMU009.A0101.SG1.1.metaphlan3	NMU001.A0101.SG1.1.metaphlan3	LIB030.A0115.metaphlan3	LIB030.A0114.metaphlan3	LIB030.A0113.metaphlan3	LIB030.A0112.metaphlan3	LIB027.A0136.metaphlan3	HPD007.B0101.metaphlan3	HPD006.B0101.metaphlan3	HPD005.B0101.metaphlan3	HPD004.A0101.SG1.1.metaphlan3	HPD003.A0101.SG1.1.metaphlan3	HPD002.A0101.SG1.1.metaphlan3	HPD001.A0101.SG1.1.metaphlan3	HCLVMBCX2-3505-33-00-01_S33.metaphlan3	HCLVMBCX2-3505-32-00-01_S32.metaphlan3	HCLVMBCX2-3505-31-00-01_S31.metaphlan3	HCLVMBCX2-3505-29-00-01_S29.metaphlan3	HCLVMBCX2-3505-28-00-01_S28.metaphlan3	HCLVMBCX2-3505-27-00-01_S27.metaphlan3	HCLVMBCX2-3505-26-00-01_S26.metaphlan3	HCLVMBCX2-3505-25-00-01_S25.metaphlan3	HCLVMBCX2-3505-24-00-01_S24.metaphlan3	HCLVMBCX2-3505-23-00-01_S23.metaphlan3	HCLVMBCX2-3505-22-00-01_S22.metaphlan3	HCLVMBCX2-3505-21-00-01_S21.metaphlan3	HCLVMBCX2-3505-20-00-01_S20.metaphlan3	HCLVMBCX2-3505-19-00-01_S19.metaphlan3	HCLVMBCX2-3505-18-00-01_S18.metaphlan3	HCLVMBCX2-3505-17-00-01_S17.metaphlan3	HCLVMBCX2-3505-16-00-01_S16.metaphlan3	HCLVMBCX2-3505-15-00-01_S15.metaphlan3	HCLVMBCX2-3505-14-00-01_S14.metaphlan3	HCLVMBCX2-3505-13-00-01_S13.metaphlan3	HCLVMBCX2-3505-12-00-01_S12.metaphlan3	HCLVMBCX2-3505-11-00-01_S11.metaphlan3	HCLVMBCX2-3505-10-00-01_S10.metaphlan3	HCLVMBCX2-3505-09-00-01_S9.metaphlan3	HCLVMBCX2-3505-08-00-01_S8.metaphlan3	HCLVMBCX2-3505-07-00-01_S7.metaphlan3	HCLVMBCX2-3505-06-00-01_S6.metaphlan3	HCLVMBCX2-3505-05-00-01_S5.metaphlan3	HCLVMBCX2-3505-04-00-01_S4.metaphlan3	HCLVMBCX2-3505-03-00-01_S3.metaphlan3	HCLVMBCX2-3505-02-00-01_S2.metaphlan3	HCLVMBCX2-3505-01-00-01_S1.metaphlan3	FUT024.B0101.metaphlan3	FUT021.B0101.metaphlan3	FUT018.B0101.metaphlan3	EXB037.A3401.metaphlan3	EXB037.A3301.metaphlan3	EXB037.A3201.metaphlan3	EXB037.A3101.metaphlan3	EXB037.A3001.metaphlan3	EXB037.A2901.metaphlan3	EFE006.B0101.metaphlan3	EFE005.B0101.metaphlan3	EFE004.B0101.metaphlan3	EFE003.B0101.metaphlan3	EFE002.B0101.metaphlan3	ATT002.A0101.metaphlan3	ATT001.A0101.metaphlan3	AON002.A0101.metaphlan3	AON001.A0101.metaphlan3	ANN004.A0101.metaphlan3	ANN003.A0101.metaphlan3	ANN002.A0101.metaphlan3	ANN001.A0101.metaphlan3	ANK001.A0101.metaphlan3	AMH004.A0101.metaphlan3	AMH003.A0101.metaphlan3	AMH002.A0101.metaphlan3	AMH001.A0101.metaphlan3	AKI002.A0101.metaphlan3	AKI001.A0101.metaphlan3	AHK001.A0101.metaphlan3
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis	2|1239|186801|186802|543314	22.97319	49.73268	65.11505	36.65583	48.01688	1.80394	18.11767	18.04215	0	0	0	0	65.0198	0	32.38389	0	0	0	24.61441	0	8.22325	0	15.16612	0	12.69596	8.04415	14.96385	0	0	0	0	0	0	0	0	0	0	8.44074	1.32888	23.42466	11.66017	22.03303	26.24655	0	26.16096	54.12135	22.55914	20.68033	50.85315	29.76379	5.3328	15.37348	21.43424	33.17303	9.67465	12.40131	46.61551	14.17773	0	26.69859	0	0	0	0	0	0	0	0	0	0	0	0	100.0	0	0	38.39931	18.79162	15.65328	0	0	0	0	0	0	0	0	5.12517	0	41.31528	0	0	0	0	0	0	0	0	5.97629	24.38653	1.99618	0.06315	4.98492	10.63522	0	37.85116	63.54896	0	3.42826	23.6124	0	0	21.91975	2.41368	0	13.18471	18.43687	0	0	0	0	0	0	0	29.20246	37.52339	21.4148	23.43072	15.61224	12.11742	31.33116	22.92182	39.19656	45.79773	25.41373	17.68445	30.56373	0	7.72452	26.34642	20.81995	21.73096	37.66198	21.74236	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis|g__Clostridiales_Family_XIII_Incertae_Sedis_unclassified	2|1239|186801|186802|543314|	22.97319	49.73268	65.11505	36.65583	48.01688	1.80394	18.11767	17.99673	0	0	0	0	65.0198	0	32.38389	0	0	0	24.61441	0	8.22325	0	15.16612	0	12.69596	8.04415	14.96385	0	0	0	0	0	0	0	0	0	0	8.28361	1.32099	23.42466	11.66017	22.03303	26.24655	0	26.16096	54.12135	22.41038	20.46684	50.85315	29.76379	5.3328	15.37348	21.43424	33.16088	9.67465	12.40131	46.61551	14.17109	0	26.69859	0	0	0	0	0	0	0	0	0	0	0	0	100.0	0	0	38.39931	18.75375	15.65328	0	0	0	0	0	0	0	0	5.12517	0	41.20686	0	0	0	0	0	0	0	0	5.97629	24.38653	1.99618	0.06315	4.98492	10.63522	0	37.85116	57.23209	0	3.42826	23.6124	0	0	21.91975	2.41368	0	13.1297	17.4058	0	0	0	0	0	0	0	29.20246	37.41817	21.4148	23.43072	15.61224	12.11742	31.33116	22.92182	39.19656	42.15583	25.41373	16.34677	29.53073	0	7.72452	26.34642	20.81995	21.73096	37.65538	21.74236	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis|g__Clostridiales_Family_XIII_Incertae_Sedis_unclassified|s__Eubacterium_brachy	2|1239|186801|186802|543314||35517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0618	0	0.25335	0	0.501	0	0	0.32142	0.33944	0	2.53027	0	0.07212	0.26529	0	0.34593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.19933	0.09253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02464	0.49675	0.03535	0	0	0.05991	0.16377	0.8246	0	0.17818	0.30809	0.39816	0.68498	0	0	0.11023	0.02099	0.13822	0.08932	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis|g__Clostridiales_Family_XIII_Incertae_Sedis_unclassified|s__Eubacterium_infirmum	2|1239|186801|186802|543314||56774	0	0	1.38656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06867	0	0	0	0	0	0	0	0	0.12419	0	0	0	0	0	0	0	0.15344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis|g__Clostridiales_Family_XIII_Incertae_Sedis_unclassified|s__Eubacterium_minutum	2|1239|186801|186802|543314||76124	22.17435	43.31809	63.72849	33.89689	38.18764	1.34746	17.15243	16.73464	0	0	0	0	65.0198	0	32.38389	0	0	0	24.61441	0	8.22325	0	15.09524	0	12.52154	7.90845	14.43076	0	0	0	0	0	0	0	0	0	0	8.02801	1.32099	22.74161	11.66017	16.25955	17.48621	0	25.33681	53.56587	19.96127	18.98306	43.07851	29.76379	5.18743	12.39054	19.7237	29.1525	3.86551	11.83251	44.51888	9.27886	0	25.2642	0	0	0	0	0	0	0	0	0	0	0	0	100.0	0	0	29.03406	6.04298	13.85748	0	0	0	0	0	0	0	0	5.12517	0	41.10077	0	0	0	0	0	0	0	0	5.97629	23.09459	1.99618	0.06315	4.98492	8.2	0	37.85116	57.15231	0	3.42826	23.20396	0	0	21.91975	2.41368	0	13.1297	17.4058	0	0	0	0	0	0	0	25.36283	24.52642	20.06238	22.7348	13.92608	11.60546	28.51193	20.36954	38.22434	36.3332	18.48177	13.19935	17.99065	0	6.19176	22.05651	19.29212	16.62697	36.45975	21.74236	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis|g__Clostridiales_Family_XIII_Incertae_Sedis_unclassified|s__Eubacterium_nodatum	2|1239|186801|186802|543314||35518	0	0	0	2.75894	0	0	0.76133	0.73416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07088	0	0.17442	0.13571	0.49156	0	0	0	0	0	0	0	0	0	0	0.18693	0	0.61996	0	0	0	0	0.19308	0.17664	0.78834	0.2003	0.56524	0	0.09053	0.24816	0.9581	0.13269	0.14766	0.2243	0.48246	0.20605	0	1.08847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.40091	0.19976	0.01234	0	0	0	0	0	0	0	0	0	0	0.05012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5522	3.73863	0.66715	0.62406	0.00864	0.10371	0	0.3833	0.0846	0.6135	0.15328	0.04453	0.67603	0	0	0.0347	0	0	0.75719	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis|g__Clostridiales_Family_XIII_Incertae_Sedis_unclassified|s__Eubacterium_saphenum	2|1239|186801|186802|543314||51123	0.79885	6.4146	0	0	9.82925	0.45647	0.20392	0.52792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06309	0	5.77347	8.76034	0	0.56927	0.37884	1.28324	1.28348	6.70839	0	0.05484	2.41336	0.413	3.8757	2.97777	0.34451	1.54204	4.42089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.765	12.41848	1.78346	0	0	0	0	0	0	0	0	0	0	0.05598	0	0	0	0	0	0	0	0	0	1.29194	0	0	0	2.43522	0	0	0.07978	0	0	0.40844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.26279	8.65637	0.64992	0.07186	1.67751	0.34834	2.65546	1.34438	0.88761	5.03095	6.47059	2.70473	10.17907	0	1.53276	4.14498	1.50684	4.96577	0.34913	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis|g__Mogibacterium	2|1239|186801|186802|543314|86331	0	0	0	0	0	0	0	0.04542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15713	0.00789	0	0	0	0	0	0	0	0.14876	0.21349	0	0	0	0	0	0.01215	0	0	0	0.00664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03788	0	0	0	0	0	0	0	0	0	0	0	0.10841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.31687	0	0	0	0	0	0	0	0	0.05501	1.03107	0	0	0	0	0	0	0	0	0.10523	0	0	0	0	0	0	0	3.64189	0	1.33768	1.033	0	0	0	0	0	0.0066	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis|g__Mogibacterium|s__Mogibacterium_pumilum	2|1239|186801|186802|543314|86331|86332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15713	0.00789	0	0	0	0	0	0	0	0.14876	0	0	0	0	0	0	0	0	0	0	0.00664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis|g__Mogibacterium|s__Mogibacterium_timidum	2|1239|186801|186802|543314|86331|35519	0	0	0	0	0	0	0	0.04542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21349	0	0	0	0	0	0.01215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03788	0	0	0	0	0	0	0	0	0	0	0	0.10841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.31687	0	0	0	0	0	0	0	0	0.05501	1.03107	0	0	0	0	0	0	0	0	0.10523	0	0	0	0	0	0	0	3.64189	0	1.33768	1.033	0	0	0	0	0	0.0066	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae	2|1239|186801|186802|186806	17.91387	9.07733	8.42863	15.55751	7.12911	18.1337	6.85426	4.42328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.38842	0	4.72511	2.45198	2.18559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.27006	0	18.0367	7.73656	16.6105	7.42917	11.47722	5.8445	2.47908	21.05617	7.81673	4.80609	0.72766	42.07412	11.32986	4.96327	0	3.40996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32373	0	0	0	0	0	0	0	0	0	0	0	28.07376	0	0	0	0	0	0	0	0	0	0	1.35846	0	0	0.48697	0	0	2.16646	0	0	0	0	0	0	0	0	0	13.05373	0	0	0	0	0	0	0	0	0	0.01866	0	9.39941	5.42423	13.50939	6.84567	7.15829	8.32109	7.87243	23.67725	13.66942	0	7.91637	11.43873	6.32001	10.21886	8.33592	26.764	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Pseudoramibacter	2|1239|186801|186802|186806|113286	17.91387	9.07733	8.42863	15.55751	7.12911	18.1337	6.85426	4.42328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.38842	0	4.72511	2.45198	2.18559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.27006	0	18.0367	7.73656	16.6105	7.42917	11.47722	5.8445	2.47908	21.05617	7.81673	4.80609	0.72766	42.07412	11.32986	4.96327	0	3.40996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32373	0	0	0	0	0	0	0	0	0	0	0	28.07376	0	0	0	0	0	0	0	0	0	0	1.35846	0	0	0.48697	0	0	2.16646	0	0	0	0	0	0	0	0	0	13.05373	0	0	0	0	0	0	0	0	0	0.01866	0	9.39941	5.42423	13.50939	6.84567	7.15829	8.32109	7.87243	23.67725	13.66942	0	7.91637	11.43873	6.32001	10.21886	8.33592	26.764	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Pseudoramibacter|s__Pseudoramibacter_alactolyticus	2|1239|186801|186802|186806|113286|113287	17.91387	9.07733	8.42863	15.55751	7.12911	18.1337	6.85426	4.42328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.38842	0	4.72511	2.45198	2.18559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.27006	0	18.0367	7.73656	16.6105	7.42917	11.47722	5.8445	2.47908	21.05617	7.81673	4.80609	0.72766	42.07412	11.32986	4.96327	0	3.40996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32373	0	0	0	0	0	0	0	0	0	0	0	28.07376	0	0	0	0	0	0	0	0	0	0	1.35846	0	0	0.48697	0	0	2.16646	0	0	0	0	0	0	0	0	0	13.05373	0	0	0	0	0	0	0	0	0	0.01866	0	9.39941	5.42423	13.50939	6.84567	7.15829	8.32109	7.87243	23.67725	13.66942	0	7.91637	11.43873	6.32001	10.21886	8.33592	26.764	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	2|1239|186801|186802|186803	0	0	0	0	0	0	0.02093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.77649	2.45571	0.26156	0	0	0	0	0.2326	0	0	0	0.93459	0.02976	4.24046	0.81649	0.79196	0	3.94406	0.02568	0.6743	2.66677	14.14612	1.68714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19379	0.91018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.21517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.21623	0.0664	0	0	0	0	0	0	0	0.00721	0.63669	0	0	0	0	0.21828	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Catonella	2|1239|186801|186802|186803|43996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.50401	0.63504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Catonella|s__Catonella_morbi	2|1239|186801|186802|186803|43996|43997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.50401	0.63504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Johnsonella	2|1239|186801|186802|186803|43994	0	0	0	0	0	0	0.02093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.27247	1.82067	0.26156	0	0	0	0	0.2326	0	0	0	0.93459	0	4.21442	0.81649	0.79196	0	3.74793	0.02568	0.6743	2.66677	14.14612	1.68714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19379	0.56461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.21517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.21623	0.0664	0	0	0	0	0	0	0	0.00721	0.63669	0	0	0	0	0.21828	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Johnsonella|s__Johnsonella_ignava	2|1239|186801|186802|186803|43994|43995	0	0	0	0	0	0	0.02093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.27247	1.82067	0.26156	0	0	0	0	0.2326	0	0	0	0.93459	0	4.21442	0.81649	0.79196	0	3.74793	0.02568	0.6743	2.66677	14.14612	1.68714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19379	0.56461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.21517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.21623	0.0664	0	0	0	0	0	0	0	0.00721	0.63669	0	0	0	0	0.21828	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Oribacterium	2|1239|186801|186802|186803|265975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02976	0.02604	0	0	0	0.19613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Oribacterium|s__Oribacterium_sp_oral_taxon_078	2|1239|186801|186802|186803|265975|652706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02976	0.02604	0	0	0	0.19613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae	2|1239|186801|186802|186804	3.27634	8.94	0.08664	0	1.45843	0	1.01706	0.59044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.75662	0	1.06588	2.73437	4.36582	0	0	0	0	0	0	0	0	0	0	3.19523	5.38329	9.1664	0	6.31214	14.04752	0	0	0.28174	1.1536	1.00924	0	0.18963	0.01329	0	0.52063	2.08552	0.72984	0.07589	0.12232	0.89714	0	0.66943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.79646	1.98481	2.60751	0	0	0	0	0	0	0	0	0	0	0.09121	0	0	0	0	0	0	0	0	0	0.42156	0	0	0	1.42111	0	3.26051	0.67322	0	0	5.52699	0	0	0	1.24102	0	0.05859	0	0	0	0	0	0	0	0	0.90085	2.20245	0.51641	1.69632	1.19474	0.72914	2.28624	1.88981	1.12049	3.63385	0.19132	0.42842	3.35089	0	0	6.63123	1.1184	1.44208	1.87278	0.58356	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Filifactor	2|1239|186801|186802|186804|44259	0	0	0	0	0	0	0.05058	0.01377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06546	0.14321	0	0	0	0	0	0	0	0	0	0	0.63697	0.23446	0	0	0	0	0	0	0	0.0696	0	0	0	0	0	0	0.06716	0	0	0.10645	0.27929	0	0.07671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.52881	0.45151	0.16045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0582	0.08221	0.18109	0	0	0	0.10833	0.00501	0	0.14247	0.15003	0.23401	0.09989	0	0	0.07864	0.0152	0.10927	0.06867	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Filifactor|s__Filifactor_alocis	2|1239|186801|186802|186804|44259|143361	0	0	0	0	0	0	0.05058	0.01377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06546	0.14321	0	0	0	0	0	0	0	0	0	0	0.63697	0.23446	0	0	0	0	0	0	0	0.0696	0	0	0	0	0	0	0.06716	0	0	0.10645	0.27929	0	0.07671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.52881	0.45151	0.16045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0582	0.08221	0.18109	0	0	0	0.10833	0.00501	0	0.14247	0.15003	0.23401	0.09989	0	0	0.07864	0.0152	0.10927	0.06867	0	0
