#mpa_v30_CHOCOPhlAn_201901
clade_name	clade_taxid	TON007.B0101.metaphlan.profile	TON006.B0101.metaphlan.profile	TON005.B0101.metaphlan.profile	TON004.B0101.metaphlan.profile	TON003.B0101.metaphlan.profile	TON001.C0101.metaphlan.profile	TAP003.B0101.metaphlan.profile	TAP001.B0101.metaphlan.profile	SIG047.A0101.metaphlan.profile	SIG046.A0201.metaphlan.profile	SIG046.A0101.metaphlan.profile	SIG045.A0101.metaphlan.profile	SIG044.A0101.metaphlan.profile	SIG043.A0101.metaphlan.profile	SIG042.A0101.metaphlan.profile	SIG041.A0101.metaphlan.profile	SIG040.A0201.metaphlan.profile	SIG040.A0101.metaphlan.profile	SIG039.A0101.metaphlan.profile	SIG038.A0101.metaphlan.profile	SIG037.A0101.metaphlan.profile	SIG036.A0101.metaphlan.profile	SIG035.A0101.metaphlan.profile	SIG034.A0101.metaphlan.profile	SIG033.A0101.metaphlan.profile	SIG032.A0101.metaphlan.profile	SIG031.A0101.metaphlan.profile	SIG026.A0101.metaphlan.profile	SIG025.A0101.metaphlan.profile	SIG024.A0101.metaphlan.profile	SIG021.A0101.metaphlan.profile	SIG018.A0101.metaphlan.profile	SIG010.A0101.metaphlan.profile	SIG005.A0101.metaphlan.profile	SIG004.A0101.metaphlan.profile	SIG002.A0101.metaphlan.profile	SIG001.A0101.metaphlan.profile	RAP002.A0101.metaphlan.profile	RAP001.A0101.metaphlan.profile	PVD001.A0101.metaphlan.profile	PAH003.A0101.metaphlan.profile	PAH002.A0101.metaphlan.profile	PAH001.A0102.metaphlan.profile	NMU131.A0101.metaphlan.profile	NMU130.A0101.metaphlan.profile	NMU129.A0101.metaphlan.profile	NMU128.A0101.metaphlan.profile	NMU127.A0101.metaphlan.profile	NMU126.A0101.metaphlan.profile	NMU125.A0101.metaphlan.profile	NMU124.A0101.metaphlan.profile	NMU123.A0101.metaphlan.profile	NMU122.A0101.metaphlan.profile	NMU121.A0101.metaphlan.profile	NMU120.A0101.metaphlan.profile	NMU119.A0101.metaphlan.profile	NMU118.A0101.metaphlan.profile	NMU117.A0101.metaphlan.profile	NMU116.A0101.metaphlan.profile	NMU115.A0101.metaphlan.profile	NMU089.A0101.metaphlan.profile	NMU067.A0101.metaphlan.profile	NMU065.A0101.metaphlan.profile	NMU059.A0101.metaphlan.profile	NMU047.A0101.metaphlan.profile	NMU021.A0101.metaphlan.profile	NMU020.A0101.metaphlan.profile	NMU014.A0101.metaphlan.profile	NMU009.A0101.metaphlan.profile	NMU001.A0101.metaphlan.profile	LIB030.A0115.metaphlan.profile	LIB030.A0114.metaphlan.profile	LIB030.A0113.metaphlan.profile	LIB030.A0112.metaphlan.profile	LIB027.A0136.metaphlan.profile	HPD007.B0101.metaphlan.profile	HPD006.B0101.metaphlan.profile	HPD005.B0101.metaphlan.profile	HPD004.A0101.metaphlan.profile	HPD003.A0101.metaphlan.profile	HPD002.A0101.metaphlan.profile	HPD001.A0101.metaphlan.profile	HCLVMBCX2-3505-33-00-01_S33.metaphlan.profile	HCLVMBCX2-3505-32-00-01_S32.metaphlan.profile	HCLVMBCX2-3505-31-00-01_S31.metaphlan.profile	HCLVMBCX2-3505-29-00-01_S29.metaphlan.profile	HCLVMBCX2-3505-28-00-01_S28.metaphlan.profile	HCLVMBCX2-3505-27-00-01_S27.metaphlan.profile	HCLVMBCX2-3505-26-00-01_S26.metaphlan.profile	HCLVMBCX2-3505-25-00-01_S25.metaphlan.profile	HCLVMBCX2-3505-24-00-01_S24.metaphlan.profile	HCLVMBCX2-3505-23-00-01_S23.metaphlan.profile	HCLVMBCX2-3505-22-00-01_S22.metaphlan.profile	HCLVMBCX2-3505-21-00-01_S21.metaphlan.profile	HCLVMBCX2-3505-20-00-01_S20.metaphlan.profile	HCLVMBCX2-3505-19-00-01_S19.metaphlan.profile	HCLVMBCX2-3505-18-00-01_S18.metaphlan.profile	HCLVMBCX2-3505-17-00-01_S17.metaphlan.profile	HCLVMBCX2-3505-16-00-01_S16.metaphlan.profile	HCLVMBCX2-3505-15-00-01_S15.metaphlan.profile	HCLVMBCX2-3505-14-00-01_S14.metaphlan.profile	HCLVMBCX2-3505-13-00-01_S13.metaphlan.profile	HCLVMBCX2-3505-12-00-01_S12.metaphlan.profile	HCLVMBCX2-3505-11-00-01_S11.metaphlan.profile	HCLVMBCX2-3505-10-00-01_S10.metaphlan.profile	HCLVMBCX2-3505-09-00-01_S9.metaphlan.profile	HCLVMBCX2-3505-08-00-01_S8.metaphlan.profile	HCLVMBCX2-3505-07-00-01_S7.metaphlan.profile	HCLVMBCX2-3505-06-00-01_S6.metaphlan.profile	HCLVMBCX2-3505-05-00-01_S5.metaphlan.profile	HCLVMBCX2-3505-04-00-01_S4.metaphlan.profile	HCLVMBCX2-3505-03-00-01_S3.metaphlan.profile	HCLVMBCX2-3505-02-00-01_S2.metaphlan.profile	HCLVMBCX2-3505-01-00-01_S1.metaphlan.profile	FUT024.B0101.metaphlan.profile	FUT021.B0101.metaphlan.profile	FUT018.B0101.metaphlan.profile	EXB037.A3401.metaphlan.profile	EXB037.A3301.metaphlan.profile	EXB037.A3201.metaphlan.profile	EXB037.A3101.metaphlan.profile	EXB037.A3001.metaphlan.profile	EXB037.A2901.metaphlan.profile	EFE006.B0101.metaphlan.profile	EFE005.B0101.metaphlan.profile	EFE004.B0101.metaphlan.profile	EFE003.B0101.metaphlan.profile	EFE002.B0101.metaphlan.profile	ATT002.A0101.metaphlan.profile	ATT001.A0101.metaphlan.profile	AON002.A0101.metaphlan.profile	AON001.A0101.metaphlan.profile	ANN004.A0101.metaphlan.profile	ANN003.A0101.metaphlan.profile	ANN002.A0101.metaphlan.profile	ANN001.A0101.metaphlan.profile	ANK001.A0101.metaphlan.profile	AMH004.A0101.metaphlan.profile	AMH003.A0101.metaphlan.profile	AMH002.A0101.metaphlan.profile	AMH001.A0101.metaphlan.profile	AKI002.A0101.metaphlan.profile	AKI001.A0101.metaphlan.profile	AHK001.A0101.metaphlan.profile
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Filifactor	2|1239|186801|186802|186804|44259	0.02437	0.01682	0.00079	0.01703	0.00267	0	0.09048	0.0836	0	0	0	0	0.05122	0	0	0	0	0	0	0	0	0	0.15664	0	0.07166	0.14655	0.24581	0	0	0	0	0	0	0	0	0	0	0.87507	0.28033	0.0448	0.12843	0.21042	0.082	0	0.05969	0	0.26014	0.02901	0.13463	0	0.04698	0.24164	0.16369	0.25754	0.05568	0	0.34455	0.51331	0	0.20462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.63591	0.51209	0.22167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04341	0.04195	0	0	0	0	0	0	0	0.14833	0.17749	0.21214	0.08677	0.00972	0.01248	0.23167	0.1562	0.16192	0.38874	0.29084	0.44998	0.32876	0	0.03637	0.20867	0.08153	0.23737	0.2195	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Filifactor|s__Filifactor_alocis	2|1239|186801|186802|186804|44259|143361	0.02437	0.01682	0.00079	0.01703	0.00267	0	0.09048	0.0836	0	0	0	0	0.05122	0	0	0	0	0	0	0	0	0	0.15664	0	0.07166	0.14655	0.24581	0	0	0	0	0	0	0	0	0	0	0.87507	0.28033	0.0448	0.12843	0.21042	0.082	0	0.05969	0	0.26014	0.02901	0.13463	0	0.04698	0.24164	0.16369	0.25754	0.05568	0	0.34455	0.51331	0	0.20462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.63591	0.51209	0.22167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04341	0.04195	0	0	0	0	0	0	0	0.14833	0.17749	0.21214	0.08677	0.00972	0.01248	0.23167	0.1562	0.16192	0.38874	0.29084	0.44998	0.32876	0	0.03637	0.20867	0.08153	0.23737	0.2195	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptoanaerobacter	2|1239|186801|186802|186804|1913599	0	0	0	0.07218	0	0	0	0	0.57728	0	0	0	0	0	0	0	0	0	0	0	0.16265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7964	3.58283	0.00726	0.19387	0.21123	0	0	0	0	0	0	0.00336	0	0.18619	0.06267	0.05076	0.02429	0.79391	0	0.11638	0.29699	0	0.31865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14782	0.57293	0.04108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.047	0.00894	0	0	0.00634	0	0	0	0	0.04792	0.21877	0	0	0	0	0.02986	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptoanaerobacter|s__Eubacterium_yurii	2|1239|186801|186802|186804|1913599|39498	0	0	0	0.07218	0	0	0	0	0.57728	0	0	0	0	0	0	0	0	0	0	0	0.16265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7964	3.58004	0.00726	0.17206	0.21123	0	0	0	0	0	0	0.00336	0	0.18619	0.06267	0.05076	0.02429	0.77159	0	0.11638	0.29699	0	0.31865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14782	0.57293	0.04108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.047	0.00894	0	0	0.00634	0	0	0	0	0.04792	0.21877	0	0	0	0	0.02986	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptoanaerobacter|s__Peptoanaerobacter_stomatis	2|1239|186801|186802|186804|1913599|796937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0028	0	0.0218	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_unclassified	2|1239|186801|186802|186804|	1.94526	4.75248	0.17211	0	1.01799	0.34432	1.31798	0.64951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3063	0	1.30566	3.3471	4.60802	0	0	0	0	0	0	0	0	0	0	1.11451	0.22097	9.0948	0	3.70158	8.55619	0	0.00989	0.38314	0.85218	1.12972	0	0.29041	0.08284	0.15002	0.64851	1.91675	0	0.12862	0	0.30675	0	0.37665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38532	0.51889	1.75383	0	0	0	0	0	0	0	0	0	0	0.14703	0	0	0	0	0	0	0	0	0.41903	0.34975	0.08878	0	0	0.53774	0	1.51063	0.46062	0	0.32973	2.27695	0.31439	0	0.45578	1.52109	0.21282	0.52345	0.26728	0	0	0	0	0	0	0	0.66985	1.55807	0.34052	1.63834	1.09632	0.7118	2.0699	2.00763	1.2824	3.8389	0	0	3.54935	0	0.09705	5.15544	0.83394	1.31066	2.0347	1.08415	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_unclassified|s__Peptostreptococcaceae_bacterium_oral_taxon_113	2|1239|186801|186802|186804||1321783	1.94526	4.75248	0.17211	0	1.01799	0.34432	1.31798	0.64951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3063	0	1.30566	3.3471	4.60802	0	0	0	0	0	0	0	0	0	0	1.11451	0.22097	9.0948	0	3.70158	8.55619	0	0.00989	0.38314	0.85218	1.12972	0	0.29041	0.08284	0.15002	0.64851	1.91675	0	0.12862	0	0.30675	0	0.37665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38532	0.51889	1.75383	0	0	0	0	0	0	0	0	0	0	0.14703	0	0	0	0	0	0	0	0	0.41903	0.34975	0.08878	0	0	0.53774	0	1.51063	0.46062	0	0.32973	2.27695	0.31439	0	0.45578	1.52109	0.21282	0.52345	0.26728	0	0	0	0	0	0	0	0.66985	1.55807	0.34052	1.63834	1.09632	0.7118	2.0699	2.00763	1.2824	3.8389	0	0	3.54935	0	0.09705	5.15544	0.83394	1.31066	2.0347	1.08415	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcus	2|1239|186801|186802|186804|1257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35536	0.39796	0	0.03758	0.02792	0	0	0	0	0.23558	0.00459	0	0	0.00324	0.02166	0	0.0173	0.02454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16686	0.02951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01085	0	0	0	0	0.00158	0	0	0	0	0	0	0.00213	0	0	0	0.01048	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcus|s__Peptostreptococcus_stomatis	2|1239|186801|186802|186804|1257|341694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35536	0.39796	0	0.03758	0.02792	0	0	0	0	0.23558	0.00459	0	0	0.00324	0.02166	0	0.0173	0.02454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16686	0.02951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01085	0	0	0	0	0.00158	0	0	0	0	0	0	0.00213	0	0	0	0.01048	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	0.10948	0.16872	0.32819	0.16073	0.31052	0.36215	0.23988	0.3672	0	0	0	0	0.71065	0	0.40965	0	0	0	0	0	0.13694	0	1.94768	0	0.94845	0.93832	1.16475	0	0	0	0	0	0	0	0	0	0	1.09111	0.09596	0.66673	0.73095	1.28961	1.18457	0	0.10461	0.41321	0.69912	0.2345	0.48117	0.1701	0.20375	0.31523	0.30226	0.19113	0.34649	0.2417	0.22194	0.2455	0.11997	0.29945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.44634	0.15122	0.138	0	0	0	0	0	0	0	0	0.00508	0	0.04024	0	0	0	0	0	0	0	0	0	0.00448	0.01042	0.0179	0	0.04869	0	0	0.30195	0	0.06867	0.04566	0	0	0	0	0	0.42176	0.09486	0	0	0	0	0	0	0	0.35538	0.31103	0.19686	0.16216	0.42242	0.17534	0.37225	0.49332	0.43002	1.38277	0.10545	0.16439	0.37528	0	0.08628	0.27175	0.38288	0.16123	0.20453	0.2842	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	2|1239|526524|526525	0.10948	0.16872	0.32819	0.16073	0.31052	0.36215	0.23988	0.3672	0	0	0	0	0.71065	0	0.40965	0	0	0	0	0	0.13694	0	1.94768	0	0.94845	0.93832	1.16475	0	0	0	0	0	0	0	0	0	0	1.09111	0.09596	0.66673	0.73095	1.28961	1.18457	0	0.10461	0.41321	0.69912	0.2345	0.48117	0.1701	0.20375	0.31523	0.30226	0.19113	0.34649	0.2417	0.22194	0.2455	0.11997	0.29945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.44634	0.15122	0.138	0	0	0	0	0	0	0	0	0.00508	0	0.04024	0	0	0	0	0	0	0	0	0	0.00448	0.01042	0.0179	0	0.04869	0	0	0.30195	0	0.06867	0.04566	0	0	0	0	0	0.42176	0.09486	0	0	0	0	0	0	0	0.35538	0.31103	0.19686	0.16216	0.42242	0.17534	0.37225	0.49332	0.43002	1.38277	0.10545	0.16439	0.37528	0	0.08628	0.27175	0.38288	0.16123	0.20453	0.2842	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	2|1239|526524|526525|128827	0.10948	0.16872	0.32819	0.16073	0.31052	0.36215	0.23988	0.3672	0	0	0	0	0.71065	0	0.40965	0	0	0	0	0	0.13694	0	1.94768	0	0.94845	0.93832	1.16475	0	0	0	0	0	0	0	0	0	0	1.09111	0.09596	0.66673	0.73095	1.28961	1.18457	0	0.10461	0.41321	0.69912	0.2345	0.48117	0.1701	0.20375	0.31523	0.30226	0.19113	0.34649	0.2417	0.22194	0.2455	0.11997	0.29945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.44634	0.15122	0.138	0	0	0	0	0	0	0	0	0.00508	0	0.04024	0	0	0	0	0	0	0	0	0	0.00448	0.01042	0.0179	0	0.04869	0	0	0.30195	0	0.06867	0.04566	0	0	0	0	0	0.42176	0.09486	0	0	0	0	0	0	0	0.35538	0.31103	0.19686	0.16216	0.42242	0.17534	0.37225	0.49332	0.43002	1.38277	0.10545	0.16439	0.37528	0	0.08628	0.27175	0.38288	0.16123	0.20453	0.2842	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Bulleidia	2|1239|526524|526525|128827|118747	0.10948	0.16872	0.32819	0.16073	0.31052	0.36215	0.23988	0.3672	0	0	0	0	0.71065	0	0.40965	0	0	0	0	0	0.13694	0	1.94768	0	0.94845	0.93832	1.16475	0	0	0	0	0	0	0	0	0	0	0.5903	0.09596	0.66673	0.6258	1.28961	1.18457	0	0.10461	0.41321	0.63098	0.16856	0.48117	0.1701	0.20375	0.26096	0.30226	0.17995	0.33924	0.2417	0.22194	0.18664	0.11997	0.29945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.44138	0.15122	0.138	0	0	0	0	0	0	0	0	0.00508	0	0.04024	0	0	0	0	0	0	0	0	0	0.00448	0.01042	0.00089	0	0.03271	0	0	0.30195	0	0.06867	0.04566	0	0	0	0	0	0.42176	0.09486	0	0	0	0	0	0	0	0.35538	0.31103	0.19686	0.16216	0.42242	0.17534	0.37225	0.49332	0.43002	1.38277	0.10545	0.16439	0.37528	0	0.08628	0.27175	0.38288	0.16123	0.20453	0.2842	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Bulleidia|s__Bulleidia_extructa	2|1239|526524|526525|128827|118747|118748	0.10948	0.16872	0.32819	0.16073	0.31052	0.36215	0.23988	0.3672	0	0	0	0	0.71065	0	0.40965	0	0	0	0	0	0.13694	0	1.94768	0	0.94845	0.93832	1.16475	0	0	0	0	0	0	0	0	0	0	0.5903	0.09596	0.66673	0.6258	1.28961	1.18457	0	0.10461	0.41321	0.63098	0.16856	0.48117	0.1701	0.20375	0.26096	0.30226	0.17995	0.33924	0.2417	0.22194	0.18664	0.11997	0.29945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.44138	0.15122	0.138	0	0	0	0	0	0	0	0	0.00508	0	0.04024	0	0	0	0	0	0	0	0	0	0.00448	0.01042	0.00089	0	0.03271	0	0	0.30195	0	0.06867	0.04566	0	0	0	0	0	0.42176	0.09486	0	0	0	0	0	0	0	0.35538	0.31103	0.19686	0.16216	0.42242	0.17534	0.37225	0.49332	0.43002	1.38277	0.10545	0.16439	0.37528	0	0.08628	0.27175	0.38288	0.16123	0.20453	0.2842	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Eggerthia	2|1239|526524|526525|128827|1279384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.46174	0	0	0	0	0	0	0	0	0.02991	0.04247	0	0	0	0.0261	0	0.01118	0	0	0	0.05886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Eggerthia|s__Eggerthia_catenaformis	2|1239|526524|526525|128827|1279384|31973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.46174	0	0	0	0	0	0	0	0	0.02991	0.04247	0	0	0	0.0261	0	0.01118	0	0	0	0.05886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Solobacterium	2|1239|526524|526525|128827|123375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03907	0	0	0.10515	0	0	0	0	0	0.03823	0.02347	0	0	0	0.02817	0	0	0.00725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01701	0	0.01598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Solobacterium|s__Solobacterium_moorei	2|1239|526524|526525|128827|123375|102148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03907	0	0	0.10515	0	0	0	0	0	0.03823	0.02347	0	0	0	0.02817	0	0	0.00725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01701	0	0.01598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Limnochordia	2|1239|1676648	0.03107	0.01705	0.03692	0.0025	0.01563	0.02919	0.04864	0.04376	0.12742	13.16929	0.18775	0	0.05883	0	0.11508	3.83385	13.32244	20.05785	4.60759	0.12346	0.56139	9.42538	0.17394	2.01333	0.03929	0.03362	0.01937	10.33547	17.18005	19.18221	8.23506	13.54569	9.12546	16.5751	7.21524	15.4206	21.83154	0.10252	0.04067	0.0397	0.13008	0.07574	0.02009	1.32194	0.03885	0.04151	0.02425	0.0273	0.03712	0.04755	0.09726	0.05087	0.05456	0.01503	0.08355	0.07291	0.06067	0.06089	1.02577	0.01328	14.85061	13.49096	24.07439	14.36761	13.8982	15.65163	15.52031	6.98837	13.5132	13.75772	0	0	0	0	0	0.0597	0.08226	0.0512	21.42653	17.02271	10.74451	25.48899	0	0	0	0	0.13667	0	0.00964	0	0	0	0	0	0	0	0	0.01402	0.04638	0.11842	0.01432	0.05121	0.05467	0.09202	0.04452	0.07914	0	0.08846	0.0532	0.13869	0	0.01467	0.0188	0.15126	0.03653	0.39645	4.3076	0	0	0	0	0	0	0.0779	0.05743	0.03212	0.0225	0.04198	0.0272	0.0079	0.01799	0.05982	0.00588	0.02085	0.13274	0.00538	3.71439	0.04971	0.0255	0.09374	0.01502	0.04294	0.03935	3.77327
k__Bacteria|p__Firmicutes|c__Limnochordia|o__Limnochordales	2|1239|1676648|1676649	0.03107	0.01705	0.03692	0.0025	0.01563	0.02919	0.04864	0.04376	0.12742	13.16929	0.18775	0	0.05883	0	0.11508	3.83385	13.32244	20.05785	4.60759	0.12346	0.56139	9.42538	0.17394	2.01333	0.03929	0.03362	0.01937	10.33547	17.18005	19.18221	8.23506	13.54569	9.12546	16.5751	7.21524	15.4206	21.83154	0.10252	0.04067	0.0397	0.13008	0.07574	0.02009	1.32194	0.03885	0.04151	0.02425	0.0273	0.03712	0.04755	0.09726	0.05087	0.05456	0.01503	0.08355	0.07291	0.06067	0.06089	1.02577	0.01328	14.85061	13.49096	24.07439	14.36761	13.8982	15.65163	15.52031	6.98837	13.5132	13.75772	0	0	0	0	0	0.0597	0.08226	0.0512	21.42653	17.02271	10.74451	25.48899	0	0	0	0	0.13667	0	0.00964	0	0	0	0	0	0	0	0	0.01402	0.04638	0.11842	0.01432	0.05121	0.05467	0.09202	0.04452	0.07914	0	0.08846	0.0532	0.13869	0	0.01467	0.0188	0.15126	0.03653	0.39645	4.3076	0	0	0	0	0	0	0.0779	0.05743	0.03212	0.0225	0.04198	0.0272	0.0079	0.01799	0.05982	0.00588	0.02085	0.13274	0.00538	3.71439	0.04971	0.0255	0.09374	0.01502	0.04294	0.03935	3.77327
k__Bacteria|p__Firmicutes|c__Limnochordia|o__Limnochordales|f__Limnochordaceae	2|1239|1676648|1676649|1676650	0.03107	0.01705	0.03692	0.0025	0.01563	0.02919	0.04864	0.04376	0.12742	13.16929	0.18775	0	0.05883	0	0.11508	3.83385	13.32244	20.05785	4.60759	0.12346	0.56139	9.42538	0.17394	2.01333	0.03929	0.03362	0.01937	10.33547	17.18005	19.18221	8.23506	13.54569	9.12546	16.5751	7.21524	15.4206	21.83154	0.10252	0.04067	0.0397	0.13008	0.07574	0.02009	1.32194	0.03885	0.04151	0.02425	0.0273	0.03712	0.04755	0.09726	0.05087	0.05456	0.01503	0.08355	0.07291	0.06067	0.06089	1.02577	0.01328	14.85061	13.49096	24.07439	14.36761	13.8982	15.65163	15.52031	6.98837	13.5132	13.75772	0	0	0	0	0	0.0597	0.08226	0.0512	21.42653	17.02271	10.74451	25.48899	0	0	0	0	0.13667	0	0.00964	0	0	0	0	0	0	0	0	0.01402	0.04638	0.11842	0.01432	0.05121	0.05467	0.09202	0.04452	0.07914	0	0.08846	0.0532	0.13869	0	0.01467	0.0188	0.15126	0.03653	0.39645	4.3076	0	0	0	0	0	0	0.0779	0.05743	0.03212	0.0225	0.04198	0.0272	0.0079	0.01799	0.05982	0.00588	0.02085	0.13274	0.00538	3.71439	0.04971	0.0255	0.09374	0.01502	0.04294	0.03935	3.77327
