#OTU ID	EXB037.A2901	EXB037.A3001	EXB037.A3101	EXB037.A3201	EXB037.A3301	EXB037.A3401	HCLVMBCX2-3505-13-00-01_S13	HCLVMBCX2-3505-19-00-01_S19	HCLVMBCX2-3505-32-00-01_S32	LIB030.A0112	LIB030.A0113	LIB030.A0114	LIB030.A0115
Bradyrhizobium sp. BTAi1	293	1101	0	6	80	88	0	0	49	6	0	5	9
Bradyrhizobium sp. CCGE-LA001	12	8	0	0	8	0	0	0	17	0	0	0	0
Bradyrhizobium sp. cf659	16	27	0	0	18	17	0	0	23	0	0	0	0
Bradyrhizobium sp. Cp5.3	16	16	0	0	14	0	0	0	25	0	0	0	0
Bradyrhizobium sp. DOA1	23	12	0	0	7	0	0	0	0	0	0	0	0
Bradyrhizobium sp. DOA9	21	33	0	0	25	13	0	0	14	4	0	0	8
Bradyrhizobium sp. Ec3.3	31	26	0	8	32	29	0	0	24	0	0	0	0
Bradyrhizobium sp. Gha	48	29	0	9	34	17	0	0	12	6	0	0	10
Bradyrhizobium sp. Ghvi	39	41	0	8	43	16	0	0	12	19	0	0	18
Bradyrhizobium sp. Leaf396	27	59	0	6	25	14	0	0	17	6	0	0	0
Bradyrhizobium sp. LTSP849	20	14	0	0	9	0	0	0	14	19	0	0	17
Bradyrhizobium sp. LTSP857	8	13	0	0	13	0	0	0	10	12	0	0	0
Bradyrhizobium sp. LTSP885	44	60	0	0	31	7	0	0	36	12	0	0	0
Bradyrhizobium sp. LTSPM299	35	47	0	0	44	11	0	0	43	0	0	0	9
Bradyrhizobium sp. ORS 278	14	24	0	0	18	11	0	0	19	0	0	0	4
Bradyrhizobium sp. ORS 285	17	33	0	0	17	0	0	0	18	0	0	0	6
Bradyrhizobium sp. ORS 3257	10	14	0	0	18	3	0	0	28	7	0	0	0
Bradyrhizobium sp. ORS 375	22	21	0	3	23	11	0	0	21	4	0	0	7
Bradyrhizobium sp. R5	46	73	0	0	47	8	0	0	7	23	0	0	0
Bradyrhizobium sp. Rc2d	22	26	0	8	20	16	0	0	21	3	0	0	0
Bradyrhizobium sp. Rc3b	9	19	0	0	0	0	0	0	0	0	0	0	0
Bradyrhizobium sp. S23321	48	47	0	12	31	23	0	0	17	14	0	0	13
Bradyrhizobium sp. SK17	398	691	18	20	600	102	0	0	0	174	27	56	51
Bradyrhizobium sp. STM 3843	15	32	0	8	17	0	0	0	34	0	5	0	0
Bradyrhizobium sp. SUTN9-2	0	10	0	0	0	0	0	0	0	0	0	0	0
Bradyrhizobium sp. th.b2	208	304	0	25	235	16	0	0	49	58	16	6	21
Bradyrhizobium sp. URHA0002	49	49	0	0	173	23	0	0	188	9	0	8	0
Bradyrhizobium sp. URHA0013	12	12	0	0	0	8	0	0	8	0	0	0	0
Bradyrhizobium sp. URHD0069	9	17	0	0	15	0	0	0	415	0	0	5	0
Bradyrhizobium sp. WSM1253	14	2	0	0	9	6	0	0	18	0	0	4	0
Bradyrhizobium sp. WSM1417	6	10	0	0	11	0	0	0	11	0	0	0	2
Bradyrhizobium sp. WSM1743	22	21	0	0	14	8	0	0	11	0	0	0	0
Bradyrhizobium sp. WSM2254	31	35	0	0	21	13	0	0	11	4	0	0	0
Bradyrhizobium sp. WSM2793	9	19	0	0	13	0	0	0	0	7	0	0	0
Bradyrhizobium sp. WSM3983	65	43	0	14	46	19	0	0	20	35	7	6	8
Bradyrhizobium sp. WSM4349	0	20	0	0	0	0	0	0	13	0	0	0	0
Bradyrhizobium sp. WSM471	0	18	0	0	0	0	0	0	0	0	0	0	0
Bradyrhizobium symbiodeficiens	90	85	0	0	34	24	0	0	18	0	0	0	8
Bradyrhizobium valentinum	24	51	0	0	43	21	0	21	90	0	0	0	0
Bradyrhizobium yuanmingense	17	16	0	0	28	5	0	0	9	0	0	0	4
Brevibacillus laterosporus	0	0	0	8	0	0	0	0	0	0	0	0	0
Brevibacterium aurantiacum	0	0	0	0	0	0	0	15	0	13	0	0	6
Brevibacterium linens	0	0	0	7	0	0	0	0	0	0	0	0	0
Brevibacterium luteolum	0	0	82	0	0	0	0	0	0	8	0	273	0
Brevibacterium paucivorans	0	0	0	0	0	13	0	0	0	14	0	0	0
Brevibacterium senegalense	0	0	0	6	0	0	0	0	0	0	0	24	4
Brevirhabdus pacifica	0	0	0	7	0	0	0	0	0	0	0	0	0
Brevundimonas bacteroides	8	0	0	0	19	201	0	0	0	0	0	0	0
Brevundimonas bullata	18	10	0	15	7	0	0	0	0	0	12	7	0
Brevundimonas diminuta	72	74	30	25	62	26	0	20	0	5	14	6	22
Brevundimonas naejangsanensis	31	21	0	5	29	0	0	0	0	10	12	0	0
Brevundimonas sp. BAL3	55	44	6	9	57	0	0	0	0	0	11	0	0
Brevundimonas sp. DS20	41	43	4	6	43	5	0	0	0	0	9	5	0
Brevundimonas sp. GW460-12-10-14-LB2	17	22	9	16	12	11	0	0	0	0	0	0	0
Brevundimonas sp. Leaf168	29	20	0	20	13	13	0	0	0	0	0	0	0
Brevundimonas sp. LM2	22	15	0	10	17	16	0	0	0	4	0	16	0
Brevundimonas sp. Root1423	68	44	14	40	53	18	0	15	0	40	43	24	13
Brevundimonas subvibrioides	23	0	0	0	0	21	0	0	0	10	0	0	0
Brevundimonas vesicularis	41	17	7	6	12	8	0	0	0	9	9	0	0
Brochothrix thermosphacta	0	0	0	9	0	0	0	0	0	0	0	32	0
Brucella sp. 09RB8471	8	0	0	0	0	0	0	0	0	0	0	0	0
Brucella sp. 09RB8910	10	0	0	0	8	0	0	0	0	0	0	0	0
Brucella sp. 83/13	10	0	0	0	0	0	0	0	0	0	0	0	0
Brucella sp. B13-0095	6	8	0	0	0	0	0	0	0	0	0	0	0
Brucella vulpis	0	0	0	0	13	0	0	0	0	0	0	0	0
Burkholderia ambifaria	0	0	141	12	29	0	0	0	0	8	0	9	164
Burkholderia anthina	0	0	49	12	21	0	0	0	0	0	0	0	63
Burkholderia cenocepacia	0	0	115	24	43	0	0	0	0	5	0	14	172
Burkholderia cepacia	13	15	311	45	72	0	0	0	0	6	0	15	321
Burkholderia contaminans	7	0	70	10	24	0	0	0	0	7	17	0	65
Burkholderia diffusa	0	0	30	0	12	0	0	0	0	0	0	0	36
Burkholderia dolosa	0	0	15	0	0	0	0	0	0	0	0	0	21
Burkholderia gladioli	13	14	53	20	28	0	0	0	17	5	21	0	79
Burkholderia glumae	0	0	27	12	16	0	0	0	0	6	6	0	25
Burkholderia insecticola	0	0	11	0	0	0	0	0	0	9	0	0	4
Burkholderia lata	0	0	77	19	20	0	0	0	0	8	0	0	118
Burkholderia latens	0	0	63	4	8	0	0	0	0	0	0	0	66
Burkholderia metallica	0	0	62	15	19	0	0	0	0	0	9	0	87
Burkholderia multivorans	59	3	323	35	67	0	0	0	0	1	20	10	399
Burkholderia oklahomensis	0	0	82	19	25	0	0	0	0	0	0	0	114
Burkholderia plantarii	0	0	0	0	0	0	0	0	0	0	0	0	10
Burkholderia pseudomallei	0	15	171	33	38	8	0	0	17	10	7	10	227
Burkholderia pseudomultivorans	0	0	174	14	34	0	0	0	0	4	4	10	195
Burkholderia pyrrocinia	0	0	82	14	24	0	0	0	0	0	0	0	91
Burkholderia seminalis	0	0	48	0	10	0	0	0	0	0	11	0	62
Burkholderia sp. A2	0	0	33	7	0	0	0	0	0	0	0	0	62
Burkholderia sp. BDU6	0	0	22	0	0	0	0	0	0	0	0	0	24
Burkholderia sp. BDU8	0	0	30	0	0	0	0	0	0	0	0	0	9
Burkholderia sp. Bp7605	0	0	27	11	0	0	0	0	0	0	0	0	25
Burkholderia sp. Ch1-1	0	0	0	0	0	0	0	0	0	7	0	0	0
Burkholderia sp. HMSC10F09	0	0	24	0	0	0	0	0	0	0	0	0	19
Burkholderia sp. IDO3	0	0	164	15	37	0	0	0	0	5	13	4	210
Burkholderia sp. K24	51	8	0	49	22	0	0	0	0	10	121	16	16
Burkholderia sp. KK1	0	0	0	0	0	0	0	0	0	0	0	0	4
Burkholderia sp. LA-2-3-30-S1-D2	0	0	36	0	14	0	0	0	0	0	10	0	29
Burkholderia sp. Leaf177	0	0	0	0	0	0	0	0	0	1	0	0	0
Burkholderia sp. MSMB0856	0	0	32	0	5	0	0	0	0	0	0	0	47
Burkholderia sp. MSMB1588	0	0	0	0	0	0	0	0	0	0	0	0	6
Burkholderia sp. NFACC38-1	0	0	9	0	0	0	0	0	0	0	0	0	20
Burkholderia sp. NRF60-BP8	0	0	13	0	0	0	0	0	0	0	0	0	6
Burkholderia sp. OLGA172	13	0	15	16	11	0	0	0	0	0	11	5	29
Burkholderia sp. PAMC 26561	0	0	0	0	0	0	0	0	0	16	0	0	0
Burkholderia sp. UYPR1.413	0	0	10	0	0	0	0	0	0	0	0	0	12
Burkholderia sp. YI23	0	0	0	0	0	0	0	0	0	0	0	0	7
Burkholderia sp. yr520	0	0	12	0	0	0	0	0	0	0	0	0	19
Burkholderia stabilis	0	0	142	28	23	0	0	0	0	6	0	0	129
Burkholderia stagnalis	0	0	521	55	94	0	0	0	0	8	6	16	619
Burkholderia territorii	0	0	77	32	17	0	0	0	0	0	0	7	63
Burkholderia thailandensis	0	0	146	20	19	0	0	0	11	12	12	17	145
Burkholderia ubonensis	9	12	1296	192	304	0	0	0	15	31	42	70	1550
Burkholderia vietnamiensis	11	15	70	13	19	0	0	0	0	5	0	0	110
Burkholderiales bacterium JOSHI_001	14	15	27	12	28	13	0	55	13	12	9	23	9
Caenimonas sp. SL110	0	0	0	0	9	0	0	28	0	5	0	0	17
Caenispirillum bisanense	0	0	0	0	0	0	0	0	9	0	0	0	0
Caldimonas manganoxidans	0	0	0	0	0	0	0	25	0	0	0	4	8
Campylobacter gracilis	0	0	0	0	0	0	95	0	0	0	0	0	0
Campylobacter showae	0	0	5	0	0	0	33	0	0	0	14	0	0
Candidatus Accumulibacter phosphatis	0	0	0	0	0	0	0	0	0	6	0	0	0
Candidatus Blastococcus massiliensis	0	0	10	15	0	0	0	0	0	14	0	0	18
Candidatus Koribacter versatilis	0	0	0	0	0	0	0	0	69	0	0	0	0
Candidatus Kryptobacter tengchongensis	8	0	0	0	0	0	0	0	0	66	12	14	0
Candidatus Kryptonium thompsoni	256	421	104	247	167	903	0	49	43	3212	380	1391	195
Candidatus Methanomethylophilus alvus	0	0	0	0	0	0	0	0	0	0	29	0	0
Candidatus Methylopumilus turicensis	20	5	16	37	0	0	0	0	0	40	56	62	0
Candidatus Microthrix parvicella	0	0	0	0	0	0	0	17	0	0	0	0	0
Candidatus Nitrospira inopinata	0	0	0	0	0	0	0	10	0	0	0	0	10
Candidatus Planktophila dulcis	0	0	12	7	0	0	0	0	0	0	6	8	0
Candidatus Planktophila lacus	0	0	14	6	0	0	0	0	0	0	10	11	0
Candidatus Planktophila sulfonica	11	0	51	31	0	0	0	0	0	38	30	48	0
Candidatus Planktophila versatilis	0	0	0	0	0	0	0	0	0	0	0	8	0
Candidatus Rhodoluna planktonica	0	0	0	10	0	0	0	0	0	0	0	15	0
Candidatus Saccharibacteria oral taxon TM7x	0	0	0	0	0	0	589	0	0	0	31	0	13
Candidatus Solibacter usitatus	0	0	0	0	0	0	0	0	17	0	0	0	0
Capnocytophaga gingivalis	0	0	0	0	0	0	0	0	0	0	5	0	0
Capnocytophaga granulosa	0	0	0	0	0	0	8	0	0	0	0	0	0
Cardiobacterium hominis	0	0	0	0	0	0	48	0	0	0	0	0	0
Cardiobacterium valvarum	0	0	0	0	0	0	117	0	0	0	0	0	0
Carnobacterium maltaromaticum	0	0	0	0	0	0	0	0	0	11	0	0	0
Castellaniella defragrans	0	0	0	0	0	13	0	0	0	0	0	0	7
Catenulispora acidiphila	0	0	0	0	0	0	0	0	0	0	0	0	3
Catonella morbi	0	0	0	0	0	0	0	0	0	0	7	0	0
Caulobacter henricii	23	13	22	19	0	0	0	12	0	19	12	3	7
Caulobacter mirabilis	10	13	0	0	0	0	0	19	0	12	0	0	5
Caulobacter segnis	0	6	15	0	0	0	0	0	0	11	0	0	0
Caulobacter sp. FWC26	30	70	22	0	65	69	0	0	0	0	44	4	0
Caulobacter sp. K31	0	9	11	10	0	0	0	14	0	7	0	0	11
Caulobacter sp. Root1472	0	0	0	0	0	0	0	0	0	8	5	0	0
Caulobacter sp. Root487D2Y	0	0	0	0	0	0	0	0	0	0	0	5	0
Caulobacter sp. Root655	0	0	0	0	0	0	0	0	0	9	0	0	0
Caulobacter sp. UNC358MFTsu5.1	0	0	0	0	0	0	0	0	0	16	6	0	0
Caulobacter sp. URHA0033	0	0	0	0	0	0	0	0	0	3	0	0	0
Caulobacter vibrioides	10	19	13	7	13	15	0	17	0	12	0	16	9
Caulobacteraceae bacterium OTSz_A_272	0	0	11	0	0	0	0	0	13	0	0	0	0
Cedecea neteri	0	0	2	0	0	0	0	0	0	0	0	0	0
Cellulomonas fimi	0	0	0	0	0	12	0	0	0	0	0	0	0
Cellulomonas flavigena	0	0	7	0	0	0	0	0	0	0	0	0	0
Cellulomonas gilvus	0	0	0	0	0	0	0	0	0	3	0	0	13
Cellulomonas massiliensis	0	0	0	0	0	0	0	0	0	0	0	0	14
Cellulomonas sp. PSBB021	0	0	0	0	0	0	0	0	0	0	0	0	15
Cellulomonas sp. Root137	0	0	0	0	0	0	0	0	0	8	0	0	0
Cellulosimicrobium cellulans	0	0	0	12	0	0	0	0	0	0	0	0	0
Cellvibrio mixtus	0	47	0	0	48	28	0	17	30	0	0	5	0
Cellvibrio sp. BR	0	4	0	7	0	8	0	0	0	0	0	0	0
Cellvibrio sp. pealriver	0	0	0	0	0	0	0	0	0	0	0	11	0
Cellvibrio sp. PSBB023	0	3	0	5	0	0	0	0	0	12	0	0	0
Centipeda periodontii	0	0	0	0	0	0	8	0	0	0	0	0	0
Cereibacter changlensis	0	0	0	20	0	0	0	0	0	0	9	0	0
Chelatococcus asaccharovorans	18	17	0	0	10	0	0	0	0	0	7	0	0
Chitinimonas koreensis	0	0	0	0	0	0	0	10	0	0	6	0	0
Chitinimonas taiwanensis	0	0	0	0	0	0	0	0	0	0	18	0	0
Chitinophaga arvensicola	0	0	0	0	0	0	0	0	0	0	0	7	0
Chitinophagaceae bacterium IBVUCB2	0	9	0	5	0	8	0	0	0	5	14	6	0
Chlamydia psittaci	0	0	0	0	0	0	0	0	26	0	0	0	0
Christensenella minuta	0	0	0	0	0	0	0	0	0	0	0	8	0
Chromobacterium violaceum	0	0	0	0	0	0	0	0	0	0	0	0	7
Chromohalobacter canadensis	0	0	0	0	0	0	0	0	0	0	14	0	0
Chromohalobacter japonicus	0	0	0	0	0	0	0	0	0	0	13	0	0
Chromohalobacter salexigens	0	0	0	0	0	0	0	0	0	0	41	0	0
Chryseobacterium caeni	0	0	0	0	0	0	0	0	0	0	9	0	0
Chryseobacterium halperniae	0	0	0	0	0	0	0	0	0	6	0	0	0
Chryseobacterium sp. YR460	0	0	0	0	0	0	0	0	0	0	0	0	10
Chthoniobacter flavus	0	0	0	0	0	0	0	0	0	0	8	0	0
Citrobacter freundii	0	0	0	0	0	0	0	0	0	6	0	0	0
Citrobacter koseri	0	0	10	0	0	0	0	0	0	0	0	0	0
Citrobacter sp. MGH109	0	0	0	0	0	0	0	21	0	0	0	0	0
Citrobacter werkmanii	12	0	9	12	0	18	0	0	0	21	37	44	30
Citromicrobium sp. JL477	0	0	0	10	0	0	0	0	0	0	0	0	0
Clavibacter michiganensis	0	0	10	44	0	0	0	21	0	18	0	9	0
Cloacibacterium normanense	12	61	43	9	69	0	0	45	0	7	20	25	22
Clostridiales bacterium KLE1615	0	0	0	0	0	0	0	61	0	0	0	0	0
Clostridioides difficile	0	0	0	0	0	0	0	0	0	0	0	7	0
Clostridium beijerinckii	0	0	0	0	0	0	0	0	0	0	0	0	6
Clostridium botulinum	0	0	0	13	0	14	0	0	0	18	15	14	0
Clostridium indicum	0	0	0	0	0	0	0	0	0	12	0	0	0
Clostridium senegalense	0	0	0	0	0	0	0	0	28	0	0	0	0
Cnuibacter physcomitrellae	0	0	0	0	0	9	0	0	0	0	0	0	0
Cobetia marina	0	0	0	0	0	0	0	0	0	0	9	0	0
Collimonas arenae	0	0	0	23	0	0	0	0	0	7	12	6	0
Collimonas fungivorans	0	0	0	23	0	0	0	0	12	0	13	0	0
Collimonas pratensis	0	0	0	11	0	0	0	0	7	0	0	0	0
Collimonas sp. OK242	0	0	0	62	0	0	0	0	45	0	7	7	0
Collimonas sp. OK307	0	0	0	65	0	0	0	0	23	7	0	6	0
Collimonas sp. OK412	0	0	0	30	0	0	0	0	9	0	0	0	0
Collinsella stercoris	0	0	0	0	0	0	2	0	0	0	0	0	0
Comamonadaceae bacterium URHA0028	0	13	0	0	17	0	0	29	0	16	8	5	4
Comamonas aquatica	43	158	14	13	33	19	0	87	11	6	14	0	19
Comamonas composti	9	10	0	0	10	0	0	11	0	0	0	0	17
Comamonas serinivorans	22	13	0	0	24	0	0	0	0	0	0	0	0
Comamonas testosteroni	256	178	71	53	187	69	5	204	17	41	62	27	11
Comamonas thiooxydans	7	11	15	28	5	0	0	12	0	2	0	0	0
Conexibacter woesei	0	0	8	17	0	0	0	0	8	12	0	9	6
Confluentimicrobium sp. EMB200-NS6	0	0	0	41	0	0	0	0	0	0	0	0	0
Coriobacteriaceae bacterium 68-1-3	0	0	0	0	0	0	18	0	0	0	116	5	0
Corynebacterium atypicum	0	0	0	0	0	0	0	0	0	4	0	0	0
Corynebacterium aurimucosum	66	85	12	30	53	148	0	23	0	24	0	0	0
Corynebacterium doosanense	0	0	0	0	104	0	0	0	0	0	0	0	0
Corynebacterium durum	0	12	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium fournierii	0	0	0	8	0	8	0	0	0	0	0	0	0
Corynebacterium glutamicum	8	18	0	0	8	0	0	0	0	0	0	0	0
Corynebacterium ihumii	18	41	14	67	17	215	0	9	0	0	0	0	4
Corynebacterium jeikeium	0	13	0	3	0	14	0	0	0	2	0	0	0
Corynebacterium kroppenstedtii	8	17	0	0	0	12	0	0	0	0	0	0	0
Corynebacterium maris	0	0	0	0	0	0	0	0	0	0	0	0	13
Corynebacterium matruchotii	0	6	119	3	0	0	253	0	0	0	0	0	0
Corynebacterium minutissimum	0	0	0	0	0	0	0	0	0	51	0	0	0
Corynebacterium otitidis	0	0	0	0	0	0	0	0	0	9	0	0	0
Corynebacterium pollutisoli	10	0	0	0	0	0	0	0	0	0	0	8	0
Corynebacterium provencense	0	0	0	0	0	0	0	211	14	125	0	0	0
Corynebacterium pseudogenitalium	38	69	18	31	71	149	0	20	0	53	0	0	0
Corynebacterium sp. HMSC034A01	0	0	0	11	0	13	0	0	0	8	0	0	0
Corynebacterium sp. HMSC04H06	0	15	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium sp. HMSC05E07	0	0	0	0	0	0	0	0	0	6	0	0	0
Corynebacterium sp. HMSC05H05	7	0	0	0	0	9	0	0	0	0	0	0	0
Corynebacterium sp. HMSC078H07	0	0	0	0	0	0	0	0	0	43	0	0	0
Corynebacterium ureicelerivorans	19	23	0	0	12	16	0	0	0	0	0	0	0
Corynebacterium urinapleomorphum	0	9	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium variabile	0	0	0	0	0	0	0	0	0	5	0	0	0
Corynebacterium vitaeruminis	0	14	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium xerosis	0	0	18	38	0	0	0	0	0	0	0	0	0
Croceicoccus marinus	0	0	0	0	0	0	0	0	0	0	0	0	6
Cronobacter dublinensis	0	0	53	0	0	0	0	0	0	6	0	0	0
Cronobacter malonaticus	0	0	14	0	0	0	0	15	0	0	0	2	0
Cronobacter sakazakii	0	0	4	0	0	0	0	0	0	0	0	0	0
Cronobacter universalis	0	0	29	0	0	0	0	0	0	0	8	0	0
Cryobacterium arcticum	0	0	0	6	0	0	0	0	0	0	0	0	0
Cryobacterium sp. LW097	0	0	0	10	0	0	0	0	0	0	0	0	0
Cryocola sp. 340MFSha3.1	0	0	11	0	0	0	0	0	0	4	0	0	0
Cryptosporangium arvum	0	0	0	0	0	0	0	0	0	0	0	0	7
Cupriavidus basilensis	0	0	8	10	0	0	0	68	17	7	0	5	0
Cupriavidus gilardii	0	0	0	0	6	3	0	0	0	7	0	0	51
Cupriavidus metallidurans	56	24	20	74	36	2	0	32	0	60	28	45	10
Cupriavidus nantongensis	5	0	0	0	5	0	0	0	0	0	0	0	0
Cupriavidus necator	0	0	21	0	0	0	0	0	15	0	6	3	0
Cupriavidus oxalaticus	0	17	0	0	0	0	0	0	0	0	0	0	0
Cupriavidus pauculus	0	0	0	0	11	0	0	65	0	0	0	0	0
Cupriavidus sp. amp6	0	0	0	0	0	0	0	0	0	0	0	0	8
Cupriavidus sp. USMAA2-4	118	84	0	0	104	0	0	0	0	0	0	0	0
Cupriavidus sp. YR651	0	0	0	0	0	0	0	0	0	11	0	0	0
Cupriavidus taiwanensis	7	5	23	10	0	0	0	0	0	0	3	0	11
Curtobacterium sp. B18	0	0	0	0	0	5	0	0	0	0	0	0	0
Curtobacterium sp. B8	0	0	0	0	0	11	0	0	0	0	0	0	0
Curtobacterium sp. MCBA15_001	0	0	0	0	0	0	0	17	0	0	0	0	0
Curtobacterium sp. MCBA15_008	0	0	0	0	0	0	0	0	0	8	0	0	0
Curvibacter gracilis	9	20	240	37	26	0	0	269	0	16	0	0	7
Curvibacter lanceolatus	14	6	268	83	10	0	0	388	0	16	11	14	11
Curvibacter sp. AEP1-3	26	10	472	83	0	4	0	42	9	37	57	44	0
Curvibacter sp. PAE-UM	235	846	35	43	1323	276	0	62	0	289	27	45	830
Cutibacterium acnes	1495	975	1654	528	858	1550	2	140	28	583	277	188	333
Cutibacterium granulosum	25	35	0	0	29	12	0	0	0	15	0	0	0
Cystobacter fuscus	0	0	0	0	0	0	0	0	36	0	0	0	0
Cytophaga aurantiaca	0	0	94	3	0	0	0	26	0	0	0	0	0
Cytophaga hutchinsonii	0	0	47	0	0	0	0	7	0	0	0	0	0
Dechloromonas agitata	0	10	0	0	0	0	0	15	0	0	0	0	0
Dechloromonas aromatica	0	0	0	22	0	0	0	0	8	1	0	0	8
Dechloromonas denitrificans	0	0	0	7	0	0	0	15	0	11	0	0	10
Dechlorosoma suillum	0	17	0	0	0	0	0	14	0	5	0	6	0
Deefgea rivuli	0	0	0	0	0	0	0	15	0	0	0	0	0
Defluviimonas alba	0	0	0	15	0	0	0	0	0	10	0	0	0
Deinococcus actinosclerus	0	0	0	0	0	7	0	0	0	0	0	0	0
Deinococcus aquatilis	0	0	0	0	0	0	0	0	0	0	7	0	0
Deinococcus ficus	0	0	0	0	0	238	0	0	0	0	0	0	0
Deinococcus frigens	0	0	0	0	0	8	0	0	0	0	0	0	0
Deinococcus indicus	0	0	0	0	0	5	0	0	0	0	0	0	0
Deinococcus marmoris	0	0	0	0	0	15	0	0	0	0	0	0	0
Deinococcus reticulitermitis	0	0	0	0	0	111	0	0	0	0	0	0	0
Deinococcus swuensis	0	0	0	0	0	59	0	0	0	0	0	0	0
Deinococcus wulumuqiensis	0	0	0	8	0	0	0	0	0	0	0	0	0
Delftia acidovorans	1402	950	10	12	1156	19	0	49	0	35	0	16	16
Delftia sp. Cs1-4	37	41	0	0	65	0	0	0	0	0	0	0	6
Delftia sp. HK171	62	40	0	0	58	0	0	0	0	0	0	0	0
Delftia sp. K82	64	43	0	0	54	0	0	0	0	0	0	0	0
Delftia sp. ZNC0008	276	191	0	0	223	0	0	0	0	0	0	9	0
Delftia tsuruhatensis	39	18	0	0	39	0	0	0	0	0	0	0	0
Denitrobacterium detoxificans	0	0	0	0	0	0	15	0	0	0	11	0	0
Derxia gummosa	0	0	0	0	0	0	0	0	0	5	0	0	0
Desulfobulbus oralis	21	0	0	6	31	0	1381	41	16	0	952	149	23
Desulfocurvus vexinensis	0	0	0	0	0	0	0	0	0	0	4	0	0
Desulfomicrobium norvegicum	0	0	0	0	0	0	0	0	0	0	0	0	2
Desulfomicrobium orale	30	0	0	0	0	0	0	0	0	29	21	0	0
Desulfomonile tiedjei	0	0	0	0	0	0	0	0	17	0	0	0	0
Desulfosporosinus acidiphilus	0	0	0	0	0	0	0	0	0	10	0	0	0
Desulfovibrio aminophilus	0	0	0	0	0	0	0	0	7	0	0	0	0
Desulfovibrio mexicanus	0	0	0	0	0	0	0	0	0	7	0	0	0
Desulfovibrio putealis	0	0	0	0	0	0	0	0	268	0	0	0	0
Devosia limi	0	0	0	0	0	0	0	0	0	15	0	0	0
Devosia sp. 17-2-E-8	37	24	0	0	45	0	0	0	0	0	0	0	0
Devosia sp. A16	0	0	24	0	0	0	0	0	0	14	0	0	0
Devosia sp. Root105	0	0	6	0	0	0	0	0	0	5	0	0	0
Devosia sp. Root413D1	0	0	8	0	0	0	0	0	0	0	0	0	0
Devosia sp. Root685	0	0	0	0	0	0	0	0	0	8	0	0	0
Dialister invisus	0	0	12	0	0	0	0	20	0	0	0	0	0
Diaphorobacter polyhydroxybutyrativorans	12	8	0	0	24	0	0	157	0	10	0	0	0
Dietzia cinnamea	0	0	16	11	0	0	0	0	0	0	0	0	0
Dietzia lutea	0	0	11	0	0	0	0	0	0	0	0	0	0
Dietzia psychralcaliphila	0	0	14	23	0	3	0	0	0	0	0	0	0
Dietzia sp. oral taxon 368	0	0	0	11	0	0	0	0	0	0	0	0	0
Dietzia sp. UCD-THP	0	0	11	8	0	4	0	0	0	0	0	0	0
Dokdonella immobilis	0	0	0	0	0	0	0	0	0	0	6	0	0
Dokdonella koreensis	0	0	0	0	0	0	0	0	19	0	0	0	0
Dolosigranulum pigrum	0	9	0	0	0	0	0	0	0	25	0	0	0
Dongia sp. URHE0060	0	0	0	0	0	0	0	0	351	0	0	0	0
Dorea longicatena	0	0	0	0	0	0	0	18	0	0	0	0	0
Duganella sacchari	0	0	17	9	0	0	0	0	0	0	0	3	0
Duganella sp. CF402	0	0	32	23	0	0	0	0	0	12	0	0	0
Duganella sp. CF458	0	0	0	0	0	0	0	0	0	0	5	0	0
Duganella sp. CF517	0	0	31	18	0	0	0	0	0	12	11	0	0
Duganella sp. OV510	0	0	0	0	0	0	0	0	0	0	0	0	4
Duganella sp. Root1480D1	0	0	0	0	0	0	0	0	0	11	0	0	0
Duganella zoogloeoides	0	0	26	14	0	0	0	0	0	0	0	12	0
Dyella japonica	6	12	0	0	0	3	0	0	24	15	36	12	11
Dyella jiangningensis	26	26	41	40	16	0	0	0	20	95	47	125	211
Dyella sp. 4G-K06	0	0	0	0	0	0	0	0	15	0	15	0	0
Dyella sp. 4MSK11	0	0	0	0	0	0	0	0	11	0	12	0	0
Dyella sp. DHG54	0	5	0	0	0	4	0	0	14	14	8	2	0
Dyella sp. OK004	0	0	0	0	0	0	0	0	33	0	7	0	0
Dyella thiooxydans	0	22	0	0	0	0	0	0	105	0	20	0	0
Dysgonomonas capnocytophagoides	0	0	0	0	0	0	0	0	0	0	0	0	13
Edaphobacter aggregans	0	0	0	0	0	0	0	0	17	0	0	0	0
Edwardsiella piscicida	25	8	18	31	10	44	0	0	0	50	76	104	47
Eggerthella lenta	0	0	0	0	0	0	14	0	0	0	41	0	0
Eggerthellaceae bacterium AT8	0	215	0	0	0	0	161	153	1481	9	3	13	0
Eggerthia catenaformis	0	0	0	0	0	0	0	0	0	0	24	0	0
Eikenella corrodens	0	0	0	0	0	0	20	0	0	0	0	0	0
Elizabethkingia anophelis	0	0	0	0	0	0	0	28	0	7	8	6	20
Emticicia sp. MM	0	0	0	0	0	0	0	0	0	0	0	8	0
Enhydrobacter aerosaccus	15	31	0	16	25	16	0	24	13	0	0	0	9
Ensifer aridi	9	0	0	0	12	0	0	0	0	0	0	0	0
Ensifer sp. ZNC0028	11	0	0	0	0	0	0	0	0	0	0	0	0
